"id","ownerUserID","parentProjectID","tagColorHex","name","shortName","description","activeFlag","createdAt","updatedAt"
5,1,NULL,"7F00ff","Pinball","PB",NULL,True,"2026-01-13 04:20:39.325431+00","2026-01-13 04:20:39.325431+00"
3,1,NULL,"007F00","Home","Home",NULL,True,"2026-01-13 04:17:33.710894+00","2026-01-13 04:17:33.710894+00"
4,1,NULL,"00007f","Lab","Lab",NULL,True,"2026-01-13 04:18:18.980691+00","2026-01-13 04:18:18.980691+00"
6,1,NULL,"FF7f00","Workshop","Shop",NULL,True,"2026-01-13 04:22:31.900542+00","2026-01-13 04:22:31.900542+00"
1,1,NULL,"ff0000","Letwinventory","Inv",NULL,True,"2026-01-06 23:24:23.652+00","2026-01-06 23:24:23.652+00"
